65536
38, 1, 6, 38, 1, 6, 79, 21, 80
1, 6, 67, 1, 6, 67, 21, 80, 97
6, 67, 37, 6, 67, 37, 80, 97, 70
67, 37, 9, 67, 37, 9, 97, 70, 97
37, 9, 39, 37, 9, 39, 70, 97, 29
9, 39, 5, 9, 39, 5, 97, 29, 60
39, 5, 99, 39, 5, 99, 29, 60, 13
5, 99, 75, 5, 99, 75, 60, 13, 63
99, 75, 18, 99, 75, 18, 13, 63, 55
75, 18, 57, 75, 18, 57, 63, 55, 35
18, 57, 14, 18, 57, 14, 55, 35, 38
57, 14, 61, 57, 14, 61, 35, 38, 97
14, 61, 57, 14, 61, 57, 38, 97, 39
61, 57, 91, 61, 57, 91, 97, 39, 79
57, 91, 15, 57, 91, 15, 39, 79, 81
91, 15, 65, 91, 15, 65, 79, 81, 34
15, 65, 13, 15, 65, 13, 81, 34, 9
65, 13, 37, 65, 13, 37, 34, 9, 40
13, 37, 87, 13, 37, 87, 9, 40, 32
37, 87, 28, 37, 87, 28, 40, 32, 68
87, 28, 21, 87, 28, 21, 32, 68, 94
28, 21, 84, 28, 21, 84, 68, 94, 76
21, 84, 49, 21, 84, 49, 94, 76, 71
84, 49, 53, 84, 49, 53, 76, 71, 99
49, 53, 67, 49, 53, 67, 71, 99, 14
53, 67, 59, 53, 67, 59, 99, 14, 76
67, 59, 17, 67, 59, 17, 14, 76, 55
59, 17, 3, 59, 17, 3, 76, 55, 15
17, 3, 58, 17, 3, 58, 55, 15, 33
3, 58, 75, 3, 58, 75, 15, 33, 24
58, 75, 40, 58, 75, 40, 33, 24, 86
75, 40, 10, 75, 40, 10, 24, 86, 77
40, 10, 8, 40, 10, 8, 86, 77, 26
10, 8, 10, 10, 8, 10, 77, 26, 12
8, 10, 20, 8, 10, 20, 26, 12, 93
10, 20, 62, 10, 20, 62, 12, 93, 34
20, 62, 36, 20, 62, 36, 93, 34, 7
62, 36, 58, 62, 36, 58, 34, 7, 41
36, 58, 77, 36, 58, 77, 7, 41, 58
58, 77, 43, 58, 77, 43, 41, 58, 87
77, 43, 58, 77, 43, 58, 58, 87, 72
43, 58, 35, 43, 58, 35, 87, 72, 35
58, 35, 41, 58, 35, 41, 72, 35, 16
35, 41, 10, 35, 41, 10, 35, 16, 50
41, 10, 55, 41, 10, 55, 16, 50, 14
10, 55, 98, 10, 55, 98, 50, 14, 40
55, 98, 76, 55, 98, 76, 14, 40, 16
98, 76, 97, 98, 76, 97, 40, 16, 85
76, 97, 0, 76, 97, 0, 16, 85, 58
97, 0, 50, 97, 0, 50, 85, 58, 13
0, 50, 49, 0, 50, 49, 58, 13, 49
50, 49, 89, 50, 49, 89, 13, 49, 77
49, 89, 14, 49, 89, 14, 49, 77, 88
89, 14, 89, 89, 14, 89, 77, 88, 16
14, 89, 20, 14, 89, 20, 88, 16, 50
89, 20, 57, 89, 20, 57, 16, 50, 54
20, 57, 67, 20, 57, 67, 50, 54, 90
57, 67, 64, 57, 67, 64, 54, 90, 31
67, 64, 27, 67, 64, 27, 90, 31, 63
64, 27, 71, 64, 27, 71, 31, 63, 22
27, 71, 53, 27, 71, 53, 63, 22, 52
71, 53, 61, 71, 53, 61, 22, 52, 80
53, 61, 25, 53, 61, 25, 52, 80, 19
61, 25, 97, 61, 25, 97, 80, 19, 41
25, 97, 91, 25, 97, 91, 19, 41, 74
97, 91, 16, 97, 91, 16, 41, 74, 74
91, 16, 79, 91, 16, 79, 74, 74, 24
16, 79, 74, 16, 79, 74, 74, 24, 60
79, 74, 85, 79, 74, 85, 24, 60, 40
74, 85, 12, 74, 85, 12, 60, 40, 75
85, 12, 96, 85, 12, 96, 40, 75, 54
12, 96, 56, 12, 96, 56, 75, 54, 40
96, 56, 54, 96, 56, 54, 54, 40, 88
56, 54, 32, 56, 54, 32, 40, 88, 28
54, 32, 70, 54, 32, 70, 88, 28, 17
32, 70, 83, 32, 70, 83, 28, 17, 42
70, 83, 35, 70, 83, 35, 17, 42, 90
83, 35, 55, 83, 35, 55, 42, 90, 89
35, 55, 14, 35, 55, 14, 90, 89, 95
55, 14, 3, 55, 14, 3, 89, 95, 94
14, 3, 85, 14, 3, 85, 95, 94, 43
3, 85, 88, 3, 85, 88, 94, 43, 46
85, 88, 66, 85, 88, 66, 43, 46, 64
88, 66, 25, 88, 66, 25, 46, 64, 82
66, 25, 64, 66, 25, 64, 64, 82, 52
25, 64, 92, 25, 64, 92, 82, 52, 73
64, 92, 58, 64, 92, 58, 52, 73, 66
92, 58, 11, 92, 58, 11, 73, 66, 94
58, 11, 7, 58, 11, 7, 66, 94, 33
11, 7, 40, 11, 7, 40, 94, 33, 52
7, 40, 77, 7, 40, 77, 33, 52, 62
40, 77, 19, 40, 77, 19, 52, 62, 2
77, 19, 23, 77, 19, 23, 62, 2, 53
19, 23, 7, 19, 23, 7, 2, 53, 18
23, 7, 11, 23, 7, 11, 53, 18, 36
7, 11, 57, 7, 11, 57, 18, 36, 55
11, 57, 10, 11, 57, 10, 36, 55, 61
57, 10, 20, 57, 10, 20, 55, 61, 11
10, 20, 4, 10, 20, 4, 61, 11, 52
20, 4, 49, 20, 4, 49, 11, 52, 32
4, 49, 81, 4, 49, 81, 52, 32, 5
49, 81, 97, 49, 81, 97, 32, 5, 1
81, 97, 99, 81, 97, 99, 5, 1, 12
97, 99, 37, 97, 99, 37, 1, 12, 70
99, 37, 11, 99, 37, 11, 12, 70, 95
37, 11, 13, 37, 11, 13, 70, 95, 12
11, 13, 50, 11, 13, 50, 95, 12, 6
13, 50, 45, 13, 50, 45, 12, 6, 72
50, 45, 86, 50, 45, 86, 6, 72, 41
45, 86, 95, 45, 86, 95, 72, 41, 26
86, 95, 55, 86, 95, 55, 41, 26, 82
95, 55, 32, 95, 55, 32, 26, 82, 21
55, 32, 75, 55, 32, 75, 82, 21, 66
32, 75, 31, 32, 75, 31, 21, 66, 66
75, 31, 94, 75, 31, 94, 66, 66, 24
31, 94, 19, 31, 94, 19, 66, 24, 29
94, 19, 38, 94, 19, 38, 24, 29, 47
19, 38, 2, 19, 38, 2, 29, 47, 56
38, 2, 47, 38, 2, 47, 47, 56, 81
2, 47, 36, 2, 47, 36, 56, 81, 28
47, 36, 71, 47, 36, 71, 81, 28, 29
36, 71, 47, 36, 71, 47, 28, 29, 60
71, 47, 32, 71, 47, 32, 29, 60, 42
47, 32, 7, 47, 32, 7, 60, 42, 0
32, 7, 94, 32, 7, 94, 42, 0, 6
7, 94, 14, 7, 94, 14, 0, 6, 72
94, 14, 55, 94, 14, 55, 6, 72, 72
14, 55, 76, 14, 55, 76, 72, 72, 73
55, 76, 78, 55, 76, 78, 72, 73, 30
76, 78, 12, 76, 78, 12, 73, 30, 96
78, 12, 53, 78, 12, 53, 30, 96, 13
12, 53, 86, 12, 53, 86, 96, 13, 5
53, 86, 1, 53, 86, 1, 13, 5, 85
86, 1, 34, 86, 1, 34, 5, 85, 37
1, 34, 26, 1, 34, 26, 85, 37, 20
34, 26, 55, 34, 26, 55, 37, 20, 6
26, 55, 14, 26, 55, 14, 20, 6, 72
55, 14, 73, 55, 14, 73, 6, 72, 70
14, 73, 32, 14, 73, 32, 72, 70, 45
73, 32, 76, 73, 32, 76, 70, 45, 31
32, 76, 79, 32, 76, 79, 45, 31, 8
76, 79, 18, 76, 79, 18, 31, 8, 41
79, 18, 65, 79, 18, 65, 8, 41, 28
18, 65, 15, 18, 65, 15, 41, 28, 78
65, 15, 81, 65, 15, 81, 28, 78, 77
15, 81, 60, 15, 81, 60, 78, 77, 97
81, 60, 21, 81, 60, 21, 77, 97, 70
60, 21, 12, 60, 21, 12, 97, 70, 74
21, 12, 83, 21, 12, 83, 70, 74, 45
12, 83, 67, 12, 83, 67, 74, 45, 8
83, 67, 15, 83, 67, 15, 45, 8, 50
67, 15, 68, 67, 15, 68, 8, 50, 88
15, 68, 83, 15, 68, 83, 50, 88, 60
68, 83, 97, 68, 83, 97, 88, 60, 24
83, 97, 20, 83, 97, 20, 60, 24, 87
97, 20, 55, 97, 20, 55, 24, 87, 33
20, 55, 80, 20, 55, 80, 87, 33, 76
55, 80, 22, 55, 80, 22, 33, 76, 69
80, 22, 75, 80, 22, 75, 76, 69, 88
22, 75, 20, 22, 75, 20, 69, 88, 69
75, 20, 1, 75, 20, 1, 88, 69, 70
20, 1, 15, 20, 1, 15, 69, 70, 36
1, 15, 45, 1, 15, 45, 70, 36, 1
15, 45, 42, 15, 45, 42, 36, 1, 11
45, 42, 4, 45, 42, 4, 1, 11, 9
42, 4, 17, 42, 4, 17, 11, 9, 19
4, 17, 99, 4, 17, 99, 9, 19, 43
17, 99, 38, 17, 99, 38, 19, 43, 89
99, 38, 16, 99, 38, 16, 43, 89, 73
38, 16, 37, 38, 16, 37, 89, 73, 31
16, 37, 54, 16, 37, 54, 73, 31, 97
37, 54, 70, 37, 54, 70, 31, 97, 13
54, 70, 63, 54, 70, 63, 97, 13, 75
70, 63, 96, 70, 63, 96, 13, 75, 72
63, 96, 32, 63, 96, 32, 75, 72, 6
96, 32, 4, 96, 32, 4, 72, 6, 17
32, 4, 44, 32, 4, 44, 6, 17, 97
4, 44, 84, 4, 44, 84, 17, 97, 96
44, 84, 98, 44, 84, 98, 97, 96, 46
84, 98, 98, 84, 98, 98, 96, 46, 46
95, 95, 16, 31, 31, 52, 22, 22, 72
95, 16, 86, 31, 52, 29, 22, 72, 27
16, 86, 61, 52, 29, 75, 72, 27, 21
86, 61, 79, 29, 75, 68, 27, 21, 66
61, 79, 47, 75, 68, 66, 21, 66, 79
79, 47, 12, 68, 66, 44, 66, 79, 12
47, 12, 42, 66, 44, 35, 79, 12, 62
12, 42, 64, 44, 35, 36, 12, 62, 76
42, 64, 38, 35, 36, 80, 62, 76, 7
64, 38, 64, 36, 80, 97, 76, 7, 15
38, 64, 68, 80, 97, 14, 7, 15, 55
64, 68, 87, 97, 14, 4, 15, 55, 78
68, 87, 42, 14, 4, 4, 55, 78, 21
87, 42, 14, 4, 4, 45, 78, 21, 89
42, 14, 13, 4, 45, 52, 21, 89, 26
14, 13, 14, 45, 52, 26, 89, 26, 41
13, 14, 40, 52, 26, 23, 26, 41, 61
14, 40, 9, 26, 23, 34, 41, 61, 99
40, 9, 90, 23, 34, 40, 61, 99, 22
9, 90, 93, 34, 40, 68, 99, 22, 47
90, 93, 28, 40, 68, 52, 22, 47, 17
93, 28, 91, 68, 52, 93, 47, 17, 78
28, 91, 26, 52, 93, 75, 17, 78, 60
91, 26, 95, 93, 75, 82, 78, 60, 34
26, 95, 67, 75, 82, 0, 60, 34, 90
95, 67, 93, 82, 0, 22, 34, 90, 97
67, 93, 24, 0, 22, 29, 90, 97, 43
93, 24, 90, 22, 29, 72, 97, 43, 20
24, 90, 66, 29, 72, 84, 43, 20, 65
90, 66, 87, 72, 84, 8, 20, 65, 49
66, 87, 80, 84, 8, 53, 65, 49, 21
87, 80, 2, 8, 53, 51, 49, 21, 84
80, 2, 84, 53, 51, 97, 21, 84, 49
2, 84, 82, 51, 97, 50, 84, 49, 17
84, 82, 34, 97, 50, 23, 49, 17, 15
82, 34, 53, 50, 23, 88, 17, 15, 77
34, 53, 0, 23, 88, 4, 15, 77, 34
53, 0, 7, 88, 4, 62, 77, 34, 41
0, 7, 40, 4, 62, 30, 34, 41, 6
7, 40, 14, 62, 30, 83, 41, 6, 35
40, 14, 91, 30, 83, 57, 6, 35, 67
14, 91, 0, 83, 57, 33, 35, 67, 44
91, 0, 75, 57, 33, 23, 67, 44, 5
0, 75, 88, 33, 23, 88, 44, 5, 61
75, 88, 32, 23, 88, 73, 5, 61, 4
88, 32, 4, 88, 73, 25, 61, 4, 30
32, 4, 14, 73, 25, 38, 4, 30, 50
4, 14, 58, 25, 38, 37, 30, 50, 19
14, 58, 74, 38, 37, 12, 50, 19, 10
58, 74, 70, 37, 12, 31, 19, 10, 56
74, 70, 27, 12, 31, 50, 10, 56, 9
70, 27, 52, 31, 50, 35, 56, 9, 60
27, 52, 30, 50, 35, 64, 9, 60, 63
52, 30, 48, 35, 64, 83, 60, 63, 79
30, 48, 77, 64, 83, 8, 63, 79, 43
48, 77, 57, 83, 8, 18, 79, 43, 4
77, 57, 20, 8, 18, 68, 43, 4, 88
57, 20, 90, 18, 68, 71, 4, 88, 67
20, 90, 83, 68, 71, 43, 88, 67, 30
90, 83, 39, 71, 43, 14, 67, 30, 89
83, 39, 82, 43, 14, 57, 30, 89, 36
39, 82, 80, 14, 57, 22, 89, 36, 2
82, 80, 21, 57, 22, 60, 36, 2, 32
80, 21, 87, 22, 60, 53, 2, 32, 17
21, 87, 71, 60, 53, 29, 32, 17, 62
87, 71, 96, 53, 29, 32, 17, 62, 64
71, 96, 94, 29, 32, 45, 62, 64, 15
96, 94, 43, 32, 45, 72, 64, 15, 99
94, 43, 40, 45, 72, 45, 15, 99, 48
43, 40, 27, 72, 45, 0, 99, 48, 66
40, 27, 43, 45, 0, 62, 48, 66, 66
27, 43, 42, 0, 62, 98, 66, 66, 91
43, 42, 60, 62, 98, 10, 66, 91, 17
42, 60, 91, 98, 10, 2, 91, 17, 73
60, 91, 38, 10, 2, 79, 17, 73, 0
91, 38, 1, 2, 79, 21, 73, 0, 86
38, 1, 6, 79, 21, 80, 0, 86, 13
1, 6, 67, 21, 80, 97, 86, 13, 91
6, 67, 37, 80, 97, 70, 13, 91, 3
67, 37, 9, 97, 70, 97, 91, 3, 7
37, 9, 39, 70, 97, 29, 3, 7, 59
9, 39, 5, 97, 29, 60, 7, 59, 65
39, 5, 99, 29, 60, 13, 59, 65, 87
5, 99, 75, 60, 13, 63, 65, 87, 55
99, 75, 18, 13, 63, 55, 87, 55, 43
75, 18, 57, 63, 55, 35, 55, 43, 58
18, 57, 14, 55, 35, 38, 43, 58, 17
57, 14, 61, 35, 38, 97, 58, 17, 59
14, 61, 57, 38, 97, 39, 17, 59, 15
61, 57, 91, 97, 39, 79, 59, 15, 84
57, 91, 15, 39, 79, 81, 15, 84, 10
91, 15, 65, 79, 81, 34, 84, 10, 54
15, 65, 13, 81, 34, 9, 10, 54, 91
65, 13, 37, 34, 9, 40, 54, 91, 69
13, 37, 87, 9, 40, 32, 91, 69, 83
37, 87, 28, 40, 32, 68, 69, 83, 28
87, 28, 21, 32, 68, 94, 83, 28, 82
28, 21, 84, 68, 94, 76, 28, 82, 75
21, 84, 49, 94, 76, 71, 82, 75, 55
84, 49, 53, 76, 71, 99, 75, 55, 91
49, 53, 67, 71, 99, 14, 55, 91, 49
53, 67, 59, 99, 14, 76, 91, 49, 4
67, 59, 17, 14, 76, 55, 49, 4, 12
59, 17, 3, 76, 55, 15, 4, 12, 40
17, 3, 58, 55, 15, 33, 12, 40, 49
3, 58, 75, 15, 33, 24, 40, 49, 80
58, 75, 40, 33, 24, 86, 49, 80, 63
75, 40, 10, 24, 86, 77, 80, 63, 12
40, 10, 8, 86, 77, 26, 63, 12, 94
10, 8, 10, 77, 26, 12, 12, 94, 69
8, 10, 20, 26, 12, 93, 94, 69, 10
10, 20, 62, 12, 93, 34, 69, 10, 76
20, 62, 36, 93, 34, 7, 10, 76, 46
62, 36, 58, 34, 7, 41, 76, 46, 10
36, 58, 77, 7, 41, 58, 46, 10, 90
58, 77, 43, 41, 58, 87, 10, 90, 6
77, 43, 58, 58, 87, 72, 90, 6, 63
43, 58, 35, 87, 72, 35, 6, 63, 54
58, 35, 41, 72, 35, 16, 63, 54, 56
35, 41, 10, 35, 16, 50, 54, 56, 91
41, 10, 55, 16, 50, 14, 56, 91, 40
10, 55, 98, 50, 14, 40, 91, 40, 50
55, 98, 76, 14, 40, 16, 40, 50, 6
98, 76, 97, 40, 16, 85, 50, 6, 97
76, 97, 0, 16, 85, 58, 6, 97, 48
97, 0, 50, 85, 58, 13, 97, 48, 78
0, 50, 49, 58, 13, 49, 48, 78, 64
50, 49, 89, 13, 49, 77, 78, 64, 95
49, 89, 14, 49, 77, 88, 64, 95, 75
89, 14, 89, 77, 88, 16, 95, 75, 14
14, 89, 20, 88, 16, 50, 75, 14, 13
89, 20, 57, 16, 50, 54, 14, 13, 84
20, 57, 67, 50, 54, 90, 13, 84, 88
57, 67, 64, 54, 90, 31, 84, 88, 73
67, 64, 27, 90, 31, 63, 88, 73, 98
64, 27, 71, 31, 63, 22, 73, 98, 18
27, 71, 53, 63, 22, 52, 98, 18, 52
71, 53, 61, 22, 52, 80, 18, 52, 67
53, 61, 25, 52, 80, 19, 52, 67, 8
61, 25, 97, 80, 19, 41, 67, 8, 41
25, 97, 91, 19, 41, 74, 8, 41, 19
97, 91, 16, 41, 74, 74, 41, 19, 32
91, 16, 79, 74, 74, 24, 19, 32, 2
16, 79, 74, 74, 24, 60, 32, 2, 90
79, 74, 85, 24, 60, 40, 2, 90, 88
74, 85, 12, 60, 40, 75, 90, 88, 10
85, 12, 96, 40, 75, 54, 88, 10, 22
12, 96, 56, 75, 54, 40, 10, 22, 16
96, 56, 54, 54, 40, 88, 22, 16, 30
56, 54, 32, 40, 88, 28, 16, 30, 98
54, 32, 70, 88, 28, 17, 30, 98, 8
32, 70, 83, 28, 17, 42, 98, 8, 56
70, 83, 35, 17, 42, 90, 8, 56, 36
83, 35, 55, 42, 90, 89, 56, 36, 64
35, 55, 14, 90, 89, 95, 36, 64, 39
55, 14, 3, 89, 95, 94, 64, 39, 45
14, 3, 85, 95, 94, 43, 39, 45, 64
3, 85, 88, 94, 43, 46, 45, 64, 38
85, 88, 66, 43, 46, 64, 64, 38, 22
88, 66, 25, 46, 64, 82, 38, 22, 4
66, 25, 64, 64, 82, 52, 22, 4, 45
25, 64, 92, 82, 52, 73, 4, 45, 69
64, 92, 58, 52, 73, 66, 45, 69, 76
92, 58, 11, 73, 66, 94, 69, 76, 73
58, 11, 7, 66, 94, 33, 76, 73, 15
11, 7, 40, 94, 33, 52, 73, 15, 33
7, 40, 77, 33, 52, 62, 15, 33, 38
40, 77, 19, 52, 62, 2, 33, 38, 26
77, 19, 23, 62, 2, 53, 38, 26, 39
19, 23, 7, 2, 53, 18, 26, 39, 44
23, 7, 11, 53, 18, 36, 39, 44, 76
7, 11, 57, 18, 36, 55, 44, 76, 82
11, 57, 10, 36, 55, 61, 76, 82, 98
57, 10, 20, 55, 61, 11, 82, 98, 11
10, 20, 4, 61, 11, 52, 98, 11, 77
20, 4, 49, 11, 52, 32, 11, 77, 76
4, 49, 81, 52, 32, 5, 77, 76, 44
49, 81, 97, 32, 5, 1, 76, 44, 63
81, 97, 99, 5, 1, 12, 44, 63, 36
97, 99, 37, 1, 12, 70, 63, 36, 2
99, 37, 11, 12, 70, 95, 36, 2, 62
37, 11, 13, 70, 95, 12, 2, 62, 8
11, 13, 50, 95, 12, 6, 62, 8, 7
13, 50, 45, 12, 6, 72, 8, 7, 15
50, 45, 86, 6, 72, 41, 7, 15, 96
45, 86, 95, 72, 41, 26, 15, 96, 57
86, 95, 55, 41, 26, 82, 96, 57, 76
95, 55, 32, 26, 82, 21, 57, 76, 39
55, 32, 75, 82, 21, 66, 76, 39, 45
32, 75, 31, 21, 66, 66, 39, 45, 5
75, 31, 94, 66, 66, 24, 45, 5, 96
31, 94, 19, 66, 24, 29, 5, 96, 15
94, 19, 38, 24, 29, 47, 96, 15, 68
19, 38, 2, 29, 47, 56, 15, 68, 8
38, 2, 47, 47, 56, 81, 68, 8, 7
2, 47, 36, 56, 81, 28, 8, 7, 49
47, 36, 71, 81, 28, 29, 7, 49, 90
36, 71, 47, 28, 29, 60, 49, 90, 98
71, 47, 32, 29, 60, 42, 90, 98, 9
47, 32, 7, 60, 42, 0, 98, 9, 83
32, 7, 94, 42, 0, 6, 9, 83, 95
7, 94, 14, 0, 6, 72, 83, 95, 80
94, 14, 55, 6, 72, 72, 95, 80, 88
14, 55, 76, 72, 72, 73, 80, 88, 28
55, 76, 78, 72, 73, 30, 88, 28, 74
76, 78, 12, 73, 30, 96, 28, 74, 23
78, 12, 53, 30, 96, 13, 74, 23, 19
12, 53, 86, 96, 13, 5, 23, 19, 9
53, 86, 1, 13, 5, 85, 19, 9, 64
86, 1, 34, 5, 85, 37, 9, 64, 10
1, 34, 26, 85, 37, 20, 64, 10, 42
34, 26, 55, 37, 20, 6, 10, 42, 41
26, 55, 14, 20, 6, 72, 42, 41, 13
55, 14, 73, 6, 72, 70, 41, 13, 89
14, 73, 32, 72, 70, 45, 13, 89, 88
73, 32, 76, 70, 45, 31, 89, 88, 38
32, 76, 79, 45, 31, 8, 88, 38, 74
76, 79, 18, 31, 8, 41, 38, 74, 89
79, 18, 65, 8, 41, 28, 74, 89, 44
18, 65, 15, 41, 28, 78, 89, 44, 18
65, 15, 81, 28, 78, 77, 44, 18, 29
15, 81, 60, 78, 77, 97, 18, 29, 35
81, 60, 21, 77, 97, 70, 29, 35, 48
60, 21, 12, 97, 70, 74, 35, 48, 67
21, 12, 83, 70, 74, 45, 48, 67, 89
12, 83, 67, 74, 45, 8, 67, 89, 88
83, 67, 15, 45, 8, 50, 89, 88, 88
67, 15, 68, 8, 50, 88, 88, 88, 59
15, 68, 83, 50, 88, 60, 88, 59, 74
68, 83, 97, 88, 60, 24, 59, 74, 92
83, 97, 20, 60, 24, 87, 74, 92, 26
97, 20, 55, 24, 87, 33, 92, 26, 73
20, 55, 80, 87, 33, 76, 26, 73, 87
55, 80, 22, 33, 76, 69, 73, 87, 19
80, 22, 75, 76, 69, 88, 87, 19, 60
22, 75, 20, 69, 88, 69, 19, 60, 2
75, 20, 1, 88, 69, 70, 60, 2, 45
20, 1, 15, 69, 70, 36, 2, 45, 31
1, 15, 45, 70, 36, 1, 45, 31, 32
15, 45, 42, 36, 1, 11, 31, 32, 72
45, 42, 4, 1, 11, 9, 32, 72, 41
42, 4, 17, 11, 9, 19, 72, 41, 24
4, 17, 99, 9, 19, 43, 41, 24, 85
17, 99, 38, 19, 43, 89, 24, 85, 93
99, 38, 16, 43, 89, 73, 85, 93, 56
38, 16, 37, 89, 73, 31, 93, 56, 43
16, 37, 54, 73, 31, 97, 56, 43, 37
37, 54, 70, 31, 97, 13, 43, 37, 9
54, 70, 63, 97, 13, 75, 37, 9, 90
70, 63, 96, 13, 75, 72, 9, 90, 49
63, 96, 32, 75, 72, 6, 90, 49, 35
96, 32, 4, 72, 6, 17, 49, 35, 94
32, 4, 44, 6, 17, 97, 35, 94, 85
4, 44, 84, 17, 97, 96, 94, 85, 59
44, 84, 98, 97, 96, 46, 85, 59, 5
84, 98, 98, 96, 46, 46, 59, 5, 5
31, 31, 52, 22, 22, 72, 50, 50, 76
31, 52, 29, 22, 72, 27, 50, 76, 99
52, 29, 75, 72, 27, 21, 76, 99, 37
29, 75, 68, 27, 21, 66, 99, 37, 81
75, 68, 66, 21, 66, 79, 37, 81, 64
68, 66, 44, 66, 79, 12, 81, 64, 27
66, 44, 35, 79, 12, 62, 64, 27, 72
44, 35, 36, 12, 62, 76, 27, 72, 52
35, 36, 80, 62, 76, 7, 72, 52, 4
36, 80, 97, 76, 7, 15, 52, 4, 90
80, 97, 14, 7, 15, 55, 4, 90, 25
97, 14, 4, 15, 55, 78, 90, 25, 74
14, 4, 4, 55, 78, 21, 25, 74, 54
4, 4, 45, 78, 21, 89, 74, 54, 9
4, 45, 52, 21, 89, 26, 54, 9, 18
45, 52, 26, 89, 26, 41, 9, 18, 59
52, 26, 23, 26, 41, 61, 18, 59, 14
26, 23, 34, 41, 61, 99, 59, 14, 59
23, 34, 40, 61, 99, 22, 14, 59, 71
34, 40, 68, 99, 22, 47, 59, 71, 56
40, 68, 52, 22, 47, 17, 71, 56, 9
68, 52, 93, 47, 17, 78, 56, 9, 59
52, 93, 75, 17, 78, 60, 9, 59, 26
93, 75, 82, 78, 60, 34, 59, 26, 92
75, 82, 0, 60, 34, 90, 26, 92, 88
82, 0, 22, 34, 90, 97, 92, 88, 89
